Month,Device,Place,BannerType,QueryType,TargetingType,Shows,Clicks,Cost,Conversions
6/1/2021,Desktop,Networks,text,none,Phrase,169250071,76476,2198709,2051
6/1/2021,Desktop,Networks,text,none,Retargeting,2873220,2790,75280,75
6/1/2021,Desktop,Search,text,Brand,Phrase,191795,47141,510737,2302
6/1/2021,Desktop,Search,text,Competitor,Phrase,224751,10169,793066,587
6/1/2021,Desktop,Search,text,Other,Phrase,295874,33180,3515608,2021
6/1/2021,Mobile,Networks,text,none,Phrase,38622207,293222,4156908,2274
6/1/2021,Mobile,Networks,text,none,Retargeting,1172182,8715,159040,150
6/1/2021,Mobile,Search,text,Brand,Phrase,146100,43304,607617,2421
6/1/2021,Mobile,Search,text,Competitor,Phrase,350676,16766,1377282,872
6/1/2021,Mobile,Search,text,Other,Phrase,392054,40010,4744093,2547
6/1/2021,Desktop,Networks,text,none,Phrase,3736795,4423,136425,238
6/1/2021,Desktop,Networks,text,none,Retargeting,14607,11,238,0
6/1/2021,Desktop,Search,text,Brand,Phrase,91841,17512,494439,1245
6/1/2021,Desktop,Search,text,Competitor,Phrase,167640,4183,414809,472
6/1/2021,Desktop,Search,text,Other,Phrase,125291,7978,1110843,1397
6/1/2021,Mobile,Networks,text,none,Phrase,1602488,13483,263068,543
6/1/2021,Mobile,Networks,text,none,Retargeting,5350,43,474,2
6/1/2021,Mobile,Search,text,Brand,Phrase,49878,12665,235339,1342
6/1/2021,Mobile,Search,text,Competitor,Phrase,217559,8433,1128585,1222
6/1/2021,Mobile,Search,text,Other,Phrase,167444,12464,2070417,2558
6/1/2021,Desktop,Networks,text,none,Phrase,0,0,0,0
6/1/2021,Desktop,Networks,text,none,Retargeting,381644,233,8813,4
6/1/2021,Desktop,Search,text,Brand,Phrase,125994,20427,1157651,1155
6/1/2021,Desktop,Search,text,Competitor,Phrase,57317,1913,141944,112
6/1/2021,Desktop,Search,text,Other,Phrase,65216,7182,530866,401
6/1/2021,Mobile,Networks,text,none,Phrase,0,0,0,0
6/1/2021,Mobile,Networks,text,none,Retargeting,68058,439,6454,6
6/1/2021,Mobile,Search,text,Brand,Phrase,87082,26734,1143495,2542
6/1/2021,Mobile,Search,text,Competitor,Phrase,89624,3316,266595,228
6/1/2021,Mobile,Search,text,Other,Phrase,66900,8430,544552,716
6/1/2021,Desktop,Networks,text,none,Phrase,87850510,58656,2470037,2411
6/1/2021,Desktop,Networks,text,none,Retargeting,2390108,2439,120881,56
6/1/2021,Desktop,Search,text,Brand,Phrase,214209,54485,1853833,12063
6/1/2021,Desktop,Search,text,Competitor,Phrase,227,4,242,0
6/1/2021,Desktop,Search,text,Other,Phrase,2870,587,18047,110
6/1/2021,Mobile,Networks,text,none,Phrase,8894919,65875,1026973,1025
6/1/2021,Mobile,Networks,text,none,Retargeting,365052,3558,49037,43
6/1/2021,Mobile,Search,text,Brand,Phrase,246248,78837,2791104,15314
6/1/2021,Mobile,Search,text,Competitor,Phrase,414,21,1379,8
6/1/2021,Mobile,Search,text,Other,Phrase,4598,1517,38115,279
6/1/2021,Desktop,Networks,text,none,Phrase,0,0,0,0
6/1/2021,Desktop,Networks,text,none,Retargeting,0,0,0,0
6/1/2021,Desktop,Search,text,Brand,Phrase,164120,78480,1524502,4590
6/1/2021,Desktop,Search,text,Competitor,Phrase,9789,535,35865,11
6/1/2021,Desktop,Search,text,Other,Phrase,195909,19773,1322183,716
6/1/2021,Mobile,Networks,text,none,Phrase,0,0,0,0
6/1/2021,Mobile,Search,text,Brand,Phrase,268631,110132,1603812,2623
6/1/2021,Mobile,Search,text,Competitor,Phrase,10244,414,19188,5
6/1/2021,Mobile,Search,text,Other,Phrase,190371,14479,627792,131
6/1/2021,Desktop,Networks,text,none,Retargeting,18458,27,494,1
6/1/2021,Desktop,Search,text,Brand,Phrase,112919,33703,312350,2623
6/1/2021,Desktop,Search,text,Competitor,Phrase,92214,1907,90294,141
6/1/2021,Desktop,Search,text,Other,Phrase,27502,1723,93874,174
6/1/2021,Mobile,Networks,text,none,Retargeting,14419,131,2014,2
6/1/2021,Mobile,Search,text,Brand,Phrase,108277,35878,601165,4177
6/1/2021,Mobile,Search,text,Competitor,Phrase,91168,1441,82213,160
6/1/2021,Mobile,Search,text,Other,Phrase,44141,2474,167908,335
6/1/2021,Desktop,Networks,text,none,Phrase,66921123,90757,3128312,1602
6/1/2021,Desktop,Networks,text,none,Retargeting,1635849,5010,179773,214
6/1/2021,Desktop,Search,text,Brand,Phrase,11568,5531,340115,1763
6/1/2021,Desktop,Search,text,Competitor,Phrase,64575,2722,339116,283
6/1/2021,Desktop,Search,text,Other,Phrase,121777,11647,2279777,1906
6/1/2021,Mobile,Networks,text,none,Phrase,23840646,104678,1679480,1074
6/1/2021,Mobile,Networks,text,none,Retargeting,1676179,10906,254414,241
6/1/2021,Mobile,Search,text,Brand,Phrase,25815,13468,697445,4301
6/1/2021,Mobile,Search,text,Competitor,Phrase,152894,5467,819493,636
6/1/2021,Mobile,Search,text,Other,Phrase,182647,18562,3853718,3300
6/1/2021,Desktop,Networks,cpm_banner,none,Retargeting,0,0,0,0
6/1/2021,Desktop,Networks,cpm_banner,none,Phrase,0,0,0,0
6/1/2021,Desktop,Networks,cpm_banner,none,Retargeting,0,0,0,0
6/1/2021,Mobile,Networks,cpm_banner,none,Retargeting,0,0,0,0
6/1/2021,Desktop,Networks,cpm_banner,none,Retargeting,0,0,0,0
6/1/2021,Mobile,Networks,cpm_banner,none,Retargeting,0,0,0,0
6/1/2021,Desktop,Networks,cpm_banner,none,Phrase,0,0,0,0
6/1/2021,Desktop,Networks,cpm_banner,none,Retargeting,0,0,0,0
6/1/2021,Mobile,Networks,cpm_banner,none,Retargeting,0,0,0,0
7/1/2021,Desktop,Networks,image_ad,none,Phrase,0,0,0,0
7/1/2021,Desktop,Networks,image_ad,none,Retargeting,0,0,0,0
7/1/2021,Mobile,Networks,image_ad,none,Phrase,0,0,0,0
7/1/2021,Desktop,Networks,image_ad,none,Phrase,2434147,1244,29700,17
7/1/2021,Desktop,Networks,image_ad,none,Retargeting,201665,153,4422,5
7/1/2021,Mobile,Networks,image_ad,none,Phrase,1528280,19460,133448,35
7/1/2021,Mobile,Networks,image_ad,none,Retargeting,179790,1956,26629,14
7/1/2021,Desktop,Networks,image_ad,none,Phrase,363006,328,9194,2
7/1/2021,Desktop,Networks,image_ad,none,Retargeting,803,2,35,0
7/1/2021,Mobile,Networks,image_ad,none,Phrase,444056,3932,53208,16
7/1/2021,Mobile,Networks,image_ad,none,Retargeting,544,4,31,0
7/1/2021,Desktop,Networks,image_ad,none,Phrase,0,0,0,0
7/1/2021,Mobile,Networks,image_ad,none,Phrase,0,0,0,0
7/1/2021,Desktop,Networks,image_ad,none,Phrase,358328,414,7507,39
7/1/2021,Desktop,Networks,image_ad,none,Retargeting,950,2,27,0
7/1/2021,Mobile,Networks,image_ad,none,Phrase,141479,3854,29575,61
7/1/2021,Mobile,Networks,image_ad,none,Retargeting,1501,27,240,0
7/1/2021,Desktop,Networks,image_ad,none,Phrase,77353,120,2481,1
7/1/2021,Desktop,Networks,image_ad,none,Retargeting,789181,618,19563,33
7/1/2021,Mobile,Networks,image_ad,none,Phrase,14714,299,2417,5
7/1/2021,Mobile,Networks,image_ad,none,Retargeting,146347,1788,26673,24
7/1/2021,Desktop,Search,mcbanner,Brand,Phrase,6229,18,5137,3
7/1/2021,Desktop,Search,mcbanner,Competitor,Phrase,1168,4,860,0
7/1/2021,Desktop,Search,mcbanner,Other,Phrase,41066,156,44347,23
7/1/2021,Mobile,Search,mcbanner,Brand,Phrase,43,0,0,0
7/1/2021,Mobile,Search,mcbanner,Competitor,Phrase,5,0,0,0
7/1/2021,Mobile,Search,mcbanner,Other,Phrase,272,4,1209,1
7/1/2021,Desktop,Search,mcbanner,Brand,Phrase,29064,44,16220,0
7/1/2021,Desktop,Search,mcbanner,Competitor,Phrase,8823,46,3794,4
7/1/2021,Desktop,Search,mcbanner,Other,Phrase,111,1,82,0
7/1/2021,Mobile,Search,mcbanner,Brand,Phrase,293,0,0,0
7/1/2021,Mobile,Search,mcbanner,Competitor,Phrase,77,0,0,0
7/1/2021,Mobile,Search,mcbanner,Other,Phrase,2,0,0,0
7/1/2021,Desktop,Search,mcbanner,Brand,Phrase,161,1,191,0
7/1/2021,Desktop,Search,mcbanner,Competitor,Phrase,208514,509,80342,89
7/1/2021,Desktop,Search,mcbanner,Other,Phrase,80955,467,97986,97
7/1/2021,Mobile,Search,mcbanner,Brand,Phrase,2,0,0,0
7/1/2021,Mobile,Search,mcbanner,Competitor,Phrase,794,6,1243,0
7/1/2021,Mobile,Search,mcbanner,Other,Phrase,577,2,420,1
7/1/2021,Desktop,Search,mcbanner,Brand,Phrase,3076,24,7144,9
7/1/2021,Desktop,Search,mcbanner,Competitor,Phrase,6407,55,14523,9
7/1/2021,Desktop,Search,mcbanner,Other,Phrase,38017,256,60474,42
7/1/2021,Mobile,Search,mcbanner,Brand,Phrase,37,0,0,0
7/1/2021,Mobile,Search,mcbanner,Competitor,Phrase,36,0,0,0
7/1/2021,Mobile,Search,mcbanner,Other,Phrase,204,1,78,0
7/1/2021,Desktop,Networks,text,none,Phrase,0,0,0,1
7/1/2021,Desktop,Networks,text,none,Retargeting,0,0,0,2
7/1/2021,Desktop,Search,text,Brand,Phrase,31595,17397,565830,2372
7/1/2021,Desktop,Search,text,Competitor,Phrase,0,0,0,0
7/1/2021,Desktop,Search,text,Other,Phrase,7,0,0,0
7/1/2021,Mobile,Networks,text,none,Phrase,0,0,0,1
7/1/2021,Mobile,Search,text,Brand,Phrase,71093,36891,925772,5357
7/1/2021,Mobile,Search,text,Competitor,Phrase,0,0,0,1
7/1/2021,Mobile,Search,text,Other,Phrase,32,4,110,0
7/1/2021,Desktop,Networks,text,none,Phrase,9995885,11575,252126,510
7/1/2021,Desktop,Networks,text,none,Retargeting,10439,19,314,0
7/1/2021,Desktop,Search,text,Brand,Phrase,332904,86397,1311512,5541
7/1/2021,Desktop,Search,text,Competitor,Phrase,101216,5020,185502,263
7/1/2021,Desktop,Search,text,Other,Phrase,129618,9351,536643,781
7/1/2021,Mobile,Networks,text,none,Phrase,5554416,41822,487269,675
7/1/2021,Mobile,Networks,text,none,Retargeting,5128,60,655,2
7/1/2021,Mobile,Search,text,Brand,Phrase,328068,101614,1240476,7311
7/1/2021,Mobile,Search,text,Competitor,Phrase,199701,7342,324676,507
7/1/2021,Mobile,Search,text,Other,Phrase,210416,14265,950596,1302
7/1/2021,Desktop,Networks,text,none,Phrase,244849113,74183,2212388,1778
7/1/2021,Desktop,Networks,text,none,Retargeting,6306936,5834,185313,167
7/1/2021,Desktop,Search,text,Brand,Phrase,197141,58318,514585,4235
7/1/2021,Desktop,Search,text,Competitor,Phrase,134605,8615,711658,546
7/1/2021,Desktop,Search,text,Other,Phrase,306070,39445,4500182,2708
7/1/2021,Mobile,Networks,text,none,Phrase,31214346,237480,3100777,1788
7/1/2021,Mobile,Networks,text,none,Retargeting,2565836,19077,349759,270
7/1/2021,Mobile,Search,text,Brand,Phrase,159550,52599,563481,3701
7/1/2021,Mobile,Search,text,Competitor,Phrase,221066,14687,1284169,904
7/1/2021,Mobile,Search,text,Other,Phrase,373502,56934,6347552,3681
7/1/2021,Desktop,Networks,text,none,Phrase,4627368,5528,189165,270
7/1/2021,Desktop,Networks,text,none,Retargeting,11880,13,270,0
7/1/2021,Desktop,Search,text,Brand,Phrase,95832,18290,516198,1271
7/1/2021,Desktop,Search,text,Competitor,Phrase,182928,4936,384215,488
7/1/2021,Desktop,Search,text,Other,Phrase,161653,9977,1039575,1304
7/1/2021,Mobile,Networks,text,none,Phrase,6648727,59641,1105473,1056
7/1/2021,Mobile,Networks,text,none,Retargeting,4190,42,616,4
7/1/2021,Mobile,Search,text,Brand,Phrase,54830,14661,269845,1562
7/1/2021,Mobile,Search,text,Competitor,Phrase,248950,8637,816152,1037
7/1/2021,Mobile,Search,text,Other,Phrase,182668,13854,1613650,2319
7/1/2021,Desktop,Networks,text,none,Phrase,0,0,0,0
7/1/2021,Desktop,Networks,text,none,Retargeting,71857,19,498,0
7/1/2021,Desktop,Search,text,Brand,Phrase,186646,28478,1379490,1895
7/1/2021,Desktop,Search,text,Competitor,Phrase,93059,3444,260092,277
7/1/2021,Desktop,Search,text,Other,Phrase,169036,16809,1622394,1352
7/1/2021,Mobile,Networks,text,none,Retargeting,59832,451,4654,3
7/1/2021,Mobile,Search,text,Brand,Phrase,119464,31305,699122,3638
7/1/2021,Mobile,Search,text,Competitor,Phrase,153212,6463,513525,707
7/1/2021,Mobile,Search,text,Other,Phrase,173669,20588,1943606,2903
7/1/2021,Desktop,Networks,text,none,Phrase,55235012,38021,1503000,1342
7/1/2021,Desktop,Networks,text,none,Retargeting,2365155,2071,98756,52
7/1/2021,Desktop,Search,text,Brand,Phrase,210986,52992,1451743,11933
7/1/2021,Desktop,Search,text,Competitor,Phrase,330,9,228,0
7/1/2021,Desktop,Search,text,Other,Phrase,3211,640,16898,103
7/1/2021,Mobile,Networks,text,none,Phrase,5940552,39735,598427,473
7/1/2021,Mobile,Networks,text,none,Retargeting,384076,3481,41972,37
7/1/2021,Mobile,Search,text,Brand,Phrase,265613,87607,1848547,17321
7/1/2021,Mobile,Search,text,Competitor,Phrase,550,27,998,5
7/1/2021,Mobile,Search,text,Other,Phrase,5185,1634,27673,295
7/1/2021,Desktop,Networks,text,none,Phrase,0,0,0,0
7/1/2021,Desktop,Networks,text,none,Retargeting,0,0,0,0
7/1/2021,Desktop,Search,text,Brand,Phrase,176321,81685,1390093,2815
7/1/2021,Desktop,Search,text,Competitor,Phrase,12489,629,45187,18
7/1/2021,Desktop,Search,text,Other,Phrase,274491,26976,1926495,581
7/1/2021,Mobile,Networks,text,none,Phrase,0,0,0,0
7/1/2021,Mobile,Networks,text,none,Retargeting,0,0,0,0
7/1/2021,Mobile,Search,text,Brand,Phrase,304984,121523,1454644,1484
7/1/2021,Mobile,Search,text,Competitor,Phrase,11579,451,20461,2
7/1/2021,Mobile,Search,text,Other,Phrase,233919,16492,774383,80
7/1/2021,Desktop,Networks,text,none,Phrase,16598263,18762,421250,1316
7/1/2021,Desktop,Networks,text,none,Retargeting,37402,42,769,1
7/1/2021,Desktop,Search,text,Brand,Phrase,122455,37959,319946,3121
7/1/2021,Desktop,Search,text,Competitor,Phrase,84413,3105,103779,192
7/1/2021,Desktop,Search,text,Other,Phrase,71539,6339,414111,582
7/1/2021,Mobile,Networks,text,none,Phrase,3869765,43450,601196,1313
7/1/2021,Mobile,Networks,text,none,Retargeting,18596,208,2639,9
7/1/2021,Mobile,Search,text,Brand,Phrase,127751,44216,630046,5393
7/1/2021,Mobile,Search,text,Competitor,Phrase,68077,2563,123067,165
7/1/2021,Mobile,Search,text,Other,Phrase,115167,9958,804986,1183
7/1/2021,Desktop,Networks,text,none,Phrase,3067022,6684,169312,120
7/1/2021,Desktop,Networks,text,none,Retargeting,1415374,5390,175146,240
7/1/2021,Desktop,Search,text,Brand,Phrase,12413,6045,357114,1911
7/1/2021,Desktop,Search,text,Competitor,Phrase,9302,770,98974,67
7/1/2021,Desktop,Search,text,Other,Phrase,99976,10322,1726051,1262
7/1/2021,Mobile,Networks,text,none,Phrase,1397087,12179,134366,56
7/1/2021,Mobile,Networks,text,none,Retargeting,1083459,7781,150689,154
7/1/2021,Mobile,Search,text,Brand,Phrase,25256,14006,669224,4633
7/1/2021,Mobile,Search,text,Competitor,Phrase,11426,1009,145905,127
7/1/2021,Mobile,Search,text,Other,Phrase,124219,13153,2290583,2150
7/1/2021,Desktop,Networks,cpm_banner,none,Retargeting,0,0,0,0
7/1/2021,Mobile,Networks,cpm_banner,none,Retargeting,0,0,0,0
7/1/2021,Desktop,Networks,cpm_banner,none,Retargeting,0,0,0,0
7/1/2021,Mobile,Networks,cpm_banner,none,Retargeting,0,0,0,0
7/1/2021,Desktop,Networks,cpm_banner,none,Retargeting,0,0,0,0
7/1/2021,Desktop,Networks,cpm_banner,none,Retargeting,0,0,0,0
7/1/2021,Mobile,Networks,cpm_banner,none,Retargeting,0,0,0,0
7/1/2021,Desktop,Networks,cpm_banner,none,Retargeting,0,0,0,0
7/1/2021,Mobile,Networks,cpm_banner,none,Retargeting,0,0,0,0
8/1/2021,Desktop,Networks,cpc_video,none,Retargeting,0,0,0,0
8/1/2021,Desktop,Networks,image_ad,none,Phrase,0,0,0,0
8/1/2021,Mobile,Networks,image_ad,none,Phrase,0,0,0,1
8/1/2021,Desktop,Networks,image_ad,none,Phrase,1633227,1270,23269,13
8/1/2021,Desktop,Networks,image_ad,none,Retargeting,40741,43,1335,0
8/1/2021,Mobile,Networks,image_ad,none,Phrase,3171336,46068,247929,11
8/1/2021,Mobile,Networks,image_ad,none,Retargeting,48848,502,5263,0
8/1/2021,Desktop,Networks,image_ad,none,Phrase,535648,583,17120,12
8/1/2021,Desktop,Networks,image_ad,none,Retargeting,2753,7,223,0
8/1/2021,Mobile,Networks,image_ad,none,Phrase,788316,8490,116410,52
8/1/2021,Mobile,Networks,image_ad,none,Retargeting,3108,37,406,2
8/1/2021,Desktop,Networks,image_ad,none,Phrase,0,0,0,0
8/1/2021,Mobile,Networks,image_ad,none,Phrase,0,0,0,0
8/1/2021,Desktop,Networks,image_ad,none,Phrase,0,0,0,0
8/1/2021,Desktop,Networks,image_ad,none,Phrase,54425,66,1695,5
8/1/2021,Desktop,Networks,image_ad,none,Retargeting,15064,23,333,0
8/1/2021,Mobile,Networks,image_ad,none,Phrase,61091,1052,10522,13
8/1/2021,Mobile,Networks,image_ad,none,Retargeting,39219,503,4531,9
8/1/2021,Desktop,Networks,image_ad,none,Phrase,178554,284,3099,3
8/1/2021,Desktop,Networks,image_ad,none,Retargeting,16704,36,1054,1
8/1/2021,Mobile,Networks,image_ad,none,Phrase,16756,510,2263,3
8/1/2021,Mobile,Networks,image_ad,none,Retargeting,18933,461,4464,3
8/1/2021,Desktop,Search,mcbanner,Competitor,Phrase,0,0,0,0
8/1/2021,Desktop,Search,mcbanner,Brand,Phrase,6463,30,9091,1
8/1/2021,Desktop,Search,mcbanner,Competitor,Phrase,1751,2,665,0
8/1/2021,Desktop,Search,mcbanner,Other,Phrase,76183,234,72628,13
8/1/2021,Mobile,Search,mcbanner,Brand,Phrase,46,0,0,0
8/1/2021,Mobile,Search,mcbanner,Competitor,Phrase,13,0,0,0
8/1/2021,Mobile,Search,mcbanner,Other,Phrase,408,0,0,0
8/1/2021,Desktop,Search,mcbanner,Brand,Phrase,30398,38,15051,1
8/1/2021,Desktop,Search,mcbanner,Competitor,Phrase,7639,27,2764,2
8/1/2021,Desktop,Search,mcbanner,Other,Phrase,121,1,145,0
8/1/2021,Mobile,Search,mcbanner,Brand,Phrase,342,1,136,0
8/1/2021,Mobile,Search,mcbanner,Competitor,Phrase,48,1,88,0
8/1/2021,Desktop,Search,mcbanner,Brand,Phrase,268,6,1109,1
8/1/2021,Desktop,Search,mcbanner,Competitor,Phrase,231875,826,121860,152
8/1/2021,Desktop,Search,mcbanner,Other,Phrase,107388,501,104560,85
8/1/2021,Mobile,Search,mcbanner,Brand,Phrase,4,0,0,0
8/1/2021,Mobile,Search,mcbanner,Competitor,Phrase,874,3,490,0
8/1/2021,Mobile,Search,mcbanner,Other,Phrase,664,9,2021,1
8/1/2021,Desktop,Search,mcbanner,Brand,Phrase,5062,47,11940,16
8/1/2021,Desktop,Search,mcbanner,Competitor,Phrase,6697,52,14577,4
8/1/2021,Desktop,Search,mcbanner,Other,Phrase,52054,253,65371,51
8/1/2021,Mobile,Search,mcbanner,Brand,Phrase,64,1,206,0
8/1/2021,Mobile,Search,mcbanner,Competitor,Phrase,39,0,0,0
8/1/2021,Mobile,Search,mcbanner,Other,Phrase,233,2,502,0
8/1/2021,Desktop,Search,text,Brand,Phrase,28182,14486,749629,1699
8/1/2021,Desktop,Search,text,Competitor,Phrase,5898,242,12880,7
8/1/2021,Desktop,Search,text,Other,Phrase,2966,342,24066,28
8/1/2021,Mobile,Networks,text,none,Phrase,0,0,0,0
8/1/2021,Mobile,Search,text,Brand,Phrase,65451,29977,1214914,4305
8/1/2021,Mobile,Search,text,Competitor,Phrase,13292,384,21970,28
8/1/2021,Mobile,Search,text,Other,Phrase,5786,635,50206,52
8/1/2021,Desktop,Networks,text,none,Phrase,34856584,25953,694182,1569
8/1/2021,Desktop,Networks,text,none,Retargeting,978730,1187,33574,59
8/1/2021,Desktop,Search,text,Brand,Phrase,343416,90566,2326144,8880
8/1/2021,Desktop,Search,text,Competitor,Phrase,183554,7855,343026,639
8/1/2021,Desktop,Search,text,Other,Phrase,176851,13352,907690,1647
8/1/2021,Mobile,Networks,text,none,Phrase,12676535,68753,1076254,1862
8/1/2021,Mobile,Networks,text,none,Retargeting,169820,1239,24013,59
8/1/2021,Mobile,Search,text,Brand,Phrase,360189,112899,1470318,13167
8/1/2021,Mobile,Search,text,Competitor,Phrase,403046,12426,611378,1283
8/1/2021,Mobile,Search,text,Other,Phrase,277718,20094,1482907,2788
8/1/2021,Desktop,Networks,text,none,Phrase,231447604,75472,2405539,926
8/1/2021,Desktop,Networks,text,none,Retargeting,5987907,3700,128621,61
8/1/2021,Desktop,Search,text,Brand,Phrase,182744,49789,513742,2264
8/1/2021,Desktop,Search,text,Competitor,Phrase,195063,11184,1117902,357
8/1/2021,Desktop,Search,text,Other,Phrase,392279,46213,5921857,1725
8/1/2021,Mobile,Networks,text,none,Phrase,18379965,122462,1606174,547
8/1/2021,Mobile,Networks,text,none,Retargeting,917832,5142,96924,58
8/1/2021,Mobile,Search,text,Brand,Phrase,188220,58056,539957,2917
8/1/2021,Mobile,Search,text,Competitor,Phrase,345122,19377,2250284,632
8/1/2021,Mobile,Search,text,Other,Phrase,441376,59291,7725722,2389
8/1/2021,Desktop,Networks,text,none,Phrase,9225346,8237,220026,177
8/1/2021,Desktop,Networks,text,none,Retargeting,74238,75,2506,3
8/1/2021,Desktop,Search,text,Brand,Phrase,94546,18052,523357,1334
8/1/2021,Desktop,Search,text,Competitor,Phrase,187550,5328,493521,402
8/1/2021,Desktop,Search,text,Other,Phrase,214813,14163,1603090,1452
8/1/2021,Mobile,Networks,text,none,Phrase,4122706,29859,609186,497
8/1/2021,Mobile,Networks,text,none,Retargeting,24279,188,4063,9
8/1/2021,Mobile,Search,text,Brand,Phrase,56978,14884,338333,1790
8/1/2021,Mobile,Search,text,Competitor,Phrase,257379,8751,1003250,1076
8/1/2021,Mobile,Search,text,Other,Phrase,197343,14833,1995208,2689
8/1/2021,Desktop,Networks,text,none,Phrase,0,0,0,0
8/1/2021,Desktop,Networks,text,none,Retargeting,585985,232,6230,2
8/1/2021,Desktop,Search,text,Brand,Phrase,211731,28462,1028043,1626
8/1/2021,Desktop,Search,text,Competitor,Phrase,108588,4410,312236,316
8/1/2021,Desktop,Search,text,Other,Phrase,185462,18896,1800935,1491
8/1/2021,Mobile,Networks,text,none,Retargeting,216312,1835,20370,19
8/1/2021,Mobile,Search,text,Brand,Phrase,132372,34834,632270,3767
8/1/2021,Mobile,Search,text,Competitor,Phrase,178456,7947,602861,1048
8/1/2021,Mobile,Search,text,Other,Phrase,192017,23233,2121561,3439
8/1/2021,Desktop,Networks,text,none,Phrase,109510283,86006,3003558,2403
8/1/2021,Desktop,Networks,text,none,Retargeting,3444843,2730,129592,62
8/1/2021,Desktop,Search,text,Brand,Phrase,215959,52839,2079283,11582
8/1/2021,Desktop,Search,text,Competitor,Phrase,532033,9285,502831,759
8/1/2021,Desktop,Search,text,Other,Phrase,271329,9305,782533,1122
8/1/2021,Mobile,Networks,text,none,Phrase,6876901,34388,608010,790
8/1/2021,Mobile,Networks,text,none,Retargeting,326164,1601,28648,49
8/1/2021,Mobile,Search,text,Brand,Phrase,303529,101152,3463596,19980
8/1/2021,Mobile,Search,text,Competitor,Phrase,1215579,14228,956346,1163
8/1/2021,Mobile,Search,text,Other,Phrase,415096,12330,1007269,1754
8/1/2021,Desktop,Networks,text,none,Phrase,0,0,0,0
8/1/2021,Desktop,Networks,text,none,Retargeting,0,0,0,0
8/1/2021,Desktop,Search,text,Brand,Phrase,180122,80813,2394661,5171
8/1/2021,Desktop,Search,text,Competitor,Phrase,5702,303,23541,18
8/1/2021,Desktop,Search,text,Other,Phrase,133256,13408,1021274,605
8/1/2021,Mobile,Networks,text,none,Phrase,0,0,0,0
8/1/2021,Mobile,Networks,text,none,Retargeting,0,0,0,0
8/1/2021,Mobile,Search,text,Brand,Phrase,303332,122289,2273861,2283
8/1/2021,Mobile,Search,text,Competitor,Phrase,5083,194,9487,0
8/1/2021,Mobile,Search,text,Other,Phrase,109535,7721,356961,76
8/1/2021,Desktop,Networks,text,none,Phrase,8300104,9138,141304,454
8/1/2021,Desktop,Networks,text,none,Retargeting,128718,119,6719,5
8/1/2021,Desktop,Search,text,Brand,Phrase,99409,30899,309098,2624
8/1/2021,Desktop,Search,text,Competitor,Phrase,7942,1016,41167,46
8/1/2021,Desktop,Search,text,Other,Phrase,42641,4561,232152,367
8/1/2021,Mobile,Networks,text,none,Phrase,1208145,14441,161438,404
8/1/2021,Mobile,Networks,text,none,Retargeting,56043,412,12270,11
8/1/2021,Mobile,Search,text,Brand,Phrase,115581,40737,715256,5852
8/1/2021,Mobile,Search,text,Competitor,Phrase,10665,899,44045,53
8/1/2021,Mobile,Search,text,Other,Phrase,61775,5873,394109,688
8/1/2021,Desktop,Networks,text,none,Phrase,7795691,15079,350822,119
8/1/2021,Desktop,Networks,text,none,Retargeting,408321,1687,56634,58
8/1/2021,Desktop,Search,text,Brand,Phrase,18502,8838,579940,2130
8/1/2021,Desktop,Search,text,Competitor,Phrase,25057,1243,141986,83
8/1/2021,Desktop,Search,text,Other,Phrase,291005,22369,3152722,1526
8/1/2021,Mobile,Networks,text,none,Phrase,959532,6627,76458,45
8/1/2021,Mobile,Networks,text,none,Retargeting,203121,2013,37786,37
8/1/2021,Mobile,Search,text,Brand,Phrase,38710,20684,1058918,5418
8/1/2021,Mobile,Search,text,Competitor,Phrase,39362,1710,229363,156
8/1/2021,Mobile,Search,text,Other,Phrase,387226,24372,3551333,2782
8/1/2021,Desktop,Networks,cpm_banner,none,Retargeting,0,0,0,0
8/1/2021,Mobile,Networks,cpm_banner,none,Retargeting,0,0,0,0
8/1/2021,Desktop,Networks,cpm_banner,none,Retargeting,0,0,0,0
8/1/2021,Mobile,Networks,cpm_banner,none,Retargeting,0,0,0,0
8/1/2021,Desktop,Networks,cpm_banner,none,Retargeting,0,0,0,0
8/1/2021,Desktop,Networks,cpm_banner,none,Retargeting,0,0,0,0
8/1/2021,Mobile,Networks,cpm_banner,none,Retargeting,0,0,0,0
8/1/2021,Desktop,Networks,cpm_banner,none,Retargeting,0,0,0,0
8/1/2021,Mobile,Networks,cpm_banner,none,Retargeting,0,0,0,0
9/1/2021,Desktop,Networks,cpc_video,none,Retargeting,0,0,0,0
9/1/2021,Desktop,Networks,cpc_video,none,Retargeting,0,0,0,0
9/1/2021,Desktop,Networks,image_ad,none,Retargeting,555581,301,9374,1
9/1/2021,Mobile,Networks,image_ad,none,Retargeting,351797,3696,47528,4
9/1/2021,Mobile,Networks,image_ad,none,Phrase,0,0,0,0
9/1/2021,Desktop,Networks,image_ad,none,Phrase,1816623,2019,47932,11
9/1/2021,Desktop,Networks,image_ad,none,Retargeting,187691,210,7473,7
9/1/2021,Mobile,Networks,image_ad,none,Phrase,6953506,71748,639889,43
9/1/2021,Mobile,Networks,image_ad,none,Retargeting,206862,1921,26348,12
9/1/2021,Desktop,Networks,image_ad,none,Phrase,183649,206,6059,5
9/1/2021,Desktop,Networks,image_ad,none,Retargeting,835,2,46,0
