Month,Device,Place,BannerType,QueryType,TargetingType,Shows,Clicks,Cost,Conversions
6/1/2022,Desktop,Search,text,Brand,Phrase,311277,85431,1447190,9053
6/1/2022,Desktop,Search,text,Competitor,Phrase,5398,376,37927,47
6/1/2022,Desktop,Search,text,Other,Phrase,306849,28821,2721269,2887
6/1/2022,Mobile,Networks,text,none,Phrase,9793876,50648,722206,997
6/1/2022,Mobile,Networks,text,none,Retargeting,0,0,0,1
6/1/2022,Mobile,Search,text,Brand,Phrase,306918,111791,1771471,12374
6/1/2022,Mobile,Search,text,Competitor,Phrase,9997,810,95004,100
6/1/2022,Mobile,Search,text,Other,Phrase,435273,43456,4598973,4151
6/1/2022,Desktop,Search,text,Brand,Phrase,66109,12624,440776,846
6/1/2022,Desktop,Search,text,Competitor,Phrase,99901,3019,226341,300
6/1/2022,Desktop,Search,text,Other,Phrase,97390,4916,405354,742
6/1/2022,Mobile,Networks,text,none,Phrase,0,0,0,2
6/1/2022,Mobile,Search,text,Brand,Phrase,49757,10383,251913,1305
6/1/2022,Mobile,Search,text,Competitor,Phrase,143496,6172,588294,886
6/1/2022,Mobile,Search,text,Other,Phrase,144761,7128,902411,1536
6/1/2022,Desktop,Networks,text,none,Phrase,0,0,0,0
6/1/2022,Desktop,Networks,text,none,Retargeting,0,0,0,0
6/1/2022,Desktop,Search,text,Brand,Phrase,1809,459,19416,123
6/1/2022,Desktop,Search,text,Competitor,Phrase,50,3,154,0
6/1/2022,Desktop,Search,text,Other,Phrase,1150,271,13998,87
6/1/2022,Mobile,Networks,text,none,Phrase,0,0,0,0
6/1/2022,Mobile,Networks,text,none,Retargeting,0,0,0,1
6/1/2022,Mobile,Search,text,Brand,Phrase,5197,2453,85437,915
6/1/2022,Mobile,Search,text,Competitor,Phrase,115,23,804,8
6/1/2022,Mobile,Search,text,Other,Phrase,2574,864,30124,218
6/1/2022,Desktop,Networks,text,none,Phrase,29504551,56581,1084329,2857
6/1/2022,Desktop,Networks,text,none,Retargeting,990737,3539,42832,215
6/1/2022,Desktop,Search,text,Brand,Phrase,187170,43012,1023556,8313
6/1/2022,Desktop,Search,text,Competitor,Phrase,39609,1025,40139,144
6/1/2022,Desktop,Search,text,Other,Phrase,187119,9468,473546,1574
6/1/2022,Mobile,Networks,text,none,Phrase,15567996,159907,2128201,4525
6/1/2022,Mobile,Networks,text,none,Retargeting,1304345,21035,242944,888
6/1/2022,Mobile,Search,text,Brand,Phrase,271484,89525,2655553,19036
6/1/2022,Mobile,Search,text,Competitor,Phrase,132499,3757,199802,555
6/1/2022,Mobile,Search,text,Other,Phrase,459713,22048,1471631,3884
6/1/2022,Desktop,Networks,text,none,Autotargeting,0,0,0,0
6/1/2022,Desktop,Networks,text,none,Phrase,0,0,0,0
6/1/2022,Desktop,Networks,text,none,Retargeting,0,0,0,0
6/1/2022,Desktop,Search,text,Brand,Phrase,140701,51978,1675713,2210
6/1/2022,Desktop,Search,text,Competitor,Autotargeting,0,0,0,0
6/1/2022,Desktop,Search,text,Competitor,Phrase,54,5,226,3
6/1/2022,Desktop,Search,text,Other,Phrase,1646,157,9916,60
6/1/2022,Mobile,Networks,text,none,Phrase,0,0,0,0
6/1/2022,Mobile,Networks,text,none,Retargeting,0,0,0,0
6/1/2022,Mobile,Search,text,Brand,Phrase,227297,90580,1103562,184
6/1/2022,Mobile,Search,text,Competitor,Phrase,100,6,384,0
6/1/2022,Mobile,Search,text,Other,Phrase,2509,131,5785,4
6/1/2022,Desktop,Networks,text,none,Phrase,1758599,5331,63790,328
6/1/2022,Desktop,Search,text,Brand,Phrase,120861,39290,650897,3564
6/1/2022,Desktop,Search,text,Competitor,Phrase,1002,119,6034,18
6/1/2022,Desktop,Search,text,Other,Phrase,20232,3222,162076,383
6/1/2022,Mobile,Networks,text,none,Phrase,875713,18237,166933,1040
6/1/2022,Mobile,Search,text,Brand,Phrase,144493,53959,982435,10179
6/1/2022,Mobile,Search,text,Competitor,Autotargeting,0,0,0,0
6/1/2022,Mobile,Search,text,Competitor,Phrase,610,83,2770,8
6/1/2022,Mobile,Search,text,Other,Phrase,20935,3265,123396,331
6/1/2022,Desktop,Networks,text,none,Phrase,175067,885,15541,25
6/1/2022,Desktop,Networks,text,none,Retargeting,0,0,0,1
6/1/2022,Desktop,Search,text,Brand,Phrase,12643,4807,467022,1083
6/1/2022,Desktop,Search,text,Competitor,Phrase,4573,308,43468,20
6/1/2022,Desktop,Search,text,Other,Phrase,52703,3095,825946,279
6/1/2022,Mobile,Networks,text,none,Phrase,539190,4268,56142,75
6/1/2022,Mobile,Networks,text,none,Retargeting,0,0,0,3
6/1/2022,Mobile,Search,text,Brand,Phrase,30981,12451,756321,2908
6/1/2022,Mobile,Search,text,Competitor,Autotargeting,0,0,0,0
6/1/2022,Mobile,Search,text,Competitor,Phrase,9808,691,103603,68
6/1/2022,Mobile,Search,text,Other,Phrase,71800,3933,1149636,393
6/1/2022,Desktop,Networks,cpm_banner,none,Phrase,0,0,0,0
6/1/2022,Desktop,Networks,cpm_banner,none,Retargeting,0,0,0,0
6/1/2022,Mobile,Networks,cpm_banner,none,Phrase,0,0,0,0
6/1/2022,Mobile,Networks,cpm_banner,none,Retargeting,0,0,0,0
6/1/2022,Desktop,Networks,cpm_banner,none,Retargeting,0,0,0,0
6/1/2022,Mobile,Networks,cpm_banner,none,Retargeting,0,0,0,0
6/1/2022,Desktop,Networks,cpm_banner,none,Retargeting,0,0,0,0
6/1/2022,Mobile,Networks,cpm_banner,none,Retargeting,0,0,0,0
6/1/2022,Desktop,Networks,cpm_banner,none,Retargeting,0,0,0,0
6/1/2022,Mobile,Networks,cpm_banner,none,Retargeting,0,0,0,0
6/1/2022,Desktop,Networks,cpm_banner,none,Retargeting,0,0,0,0
6/1/2022,Mobile,Networks,cpm_banner,none,Retargeting,0,0,0,1
6/1/2022,Desktop,Networks,cpm_banner,none,Retargeting,0,0,0,0
6/1/2022,Mobile,Networks,cpm_banner,none,Retargeting,0,0,0,0
6/1/2022,Mobile,Networks,cpm_banner,none,Retargeting,0,0,0,0
7/1/2022,Desktop,Networks,cpc_video,none,Phrase,1845674,8005,70686,0
7/1/2022,Desktop,Networks,cpc_video,none,Retargeting,315901,2042,18574,0
7/1/2022,Mobile,Networks,cpc_video,none,Phrase,34037,465,2975,0
7/1/2022,Mobile,Networks,cpc_video,none,Retargeting,155489,1251,9388,3
7/1/2022,Desktop,Networks,image_ad,none,Phrase,1123652,981,52689,37
7/1/2022,Desktop,Networks,image_ad,none,Retargeting,0,0,0,0
7/1/2022,Mobile,Networks,image_ad,none,Phrase,1027285,6953,87516,34
7/1/2022,Mobile,Networks,image_ad,none,Phrase,0,0,0,1
7/1/2022,Desktop,Networks,image_ad,none,Phrase,93134,155,1899,3
7/1/2022,Mobile,Networks,image_ad,none,Phrase,12264065,29186,162747,15
7/1/2022,Desktop,Networks,image_ad,none,Retargeting,166833,365,7610,11
7/1/2022,Mobile,Networks,image_ad,none,Retargeting,193098,1260,13038,29
7/1/2022,Desktop,Networks,image_ad,none,Phrase,0,0,0,0
7/1/2022,Desktop,Networks,image_ad,none,Retargeting,0,0,0,0
7/1/2022,Mobile,Networks,image_ad,none,Phrase,0,0,0,0
7/1/2022,Mobile,Networks,image_ad,none,Retargeting,0,0,0,0
7/1/2022,Desktop,Networks,image_ad,none,Phrase,268801,351,10125,15
7/1/2022,Mobile,Networks,image_ad,none,Phrase,355097,3462,41279,89
7/1/2022,Desktop,Networks,image_ad,none,Phrase,208200,180,4831,12
7/1/2022,Desktop,Networks,image_ad,none,Retargeting,26711,55,2093,1
7/1/2022,Mobile,Networks,image_ad,none,Phrase,59364,659,8853,11
7/1/2022,Mobile,Networks,image_ad,none,Retargeting,15410,294,6407,7
7/1/2022,Desktop,Search,mcbanner,Brand,Phrase,20547,242,16083,49
7/1/2022,Desktop,Search,mcbanner,Competitor,Phrase,75455,848,54222,170
7/1/2022,Desktop,Search,mcbanner,Other,Phrase,111466,1622,146684,327
7/1/2022,Mobile,Search,mcbanner,Brand,Phrase,185,0,0,0
7/1/2022,Mobile,Search,mcbanner,Competitor,Phrase,551,1,100,0
7/1/2022,Mobile,Search,mcbanner,Other,Phrase,790,9,1256,0
7/1/2022,Desktop,Search,mcbanner,Brand,Phrase,5244,36,5733,4
7/1/2022,Desktop,Search,mcbanner,Other,Phrase,76,1,535,0
7/1/2022,Mobile,Search,mcbanner,Brand,Phrase,44,0,0,0
7/1/2022,Desktop,Search,mcbanner,Brand,Phrase,4,0,0,0
7/1/2022,Desktop,Search,mcbanner,Competitor,Phrase,23346,147,20525,27
7/1/2022,Desktop,Search,mcbanner,Other,Phrase,182626,1473,272306,340
7/1/2022,Mobile,Search,mcbanner,Competitor,Phrase,186,2,175,0
7/1/2022,Mobile,Search,mcbanner,Other,Phrase,1056,5,1104,4
7/1/2022,Desktop,Search,mcbanner,Brand,Phrase,2408,8,3315,4
7/1/2022,Desktop,Search,mcbanner,Competitor,Phrase,1319,6,2285,2
7/1/2022,Desktop,Search,mcbanner,Other,Phrase,39097,228,78473,34
7/1/2022,Mobile,Search,mcbanner,Brand,Phrase,15,0,0,0
7/1/2022,Mobile,Search,mcbanner,Competitor,Phrase,9,0,0,0
7/1/2022,Mobile,Search,mcbanner,Other,Phrase,123,2,857,1
7/1/2022,Desktop,Networks,text,none,Phrase,34247306,31283,973956,2511
7/1/2022,Desktop,Networks,text,none,Retargeting,0,0,0,0
7/1/2022,Desktop,Search,text,Brand,Autotargeting,387,18,227,4
7/1/2022,Desktop,Search,text,Brand,Phrase,39677,19955,1229009,3931
7/1/2022,Desktop,Search,text,Competitor,Autotargeting,4175,111,1475,7
7/1/2022,Desktop,Search,text,Competitor,Phrase,2361,217,17728,34
7/1/2022,Desktop,Search,text,Other,Autotargeting,18627,1256,17095,100
7/1/2022,Desktop,Search,text,Other,Phrase,38954,4684,407408,849
7/1/2022,Mobile,Networks,text,none,Phrase,5538455,47363,906628,2374
7/1/2022,Mobile,Networks,text,none,Retargeting,0,0,0,2
7/1/2022,Mobile,Search,text,Brand,Autotargeting,138,6,61,0
7/1/2022,Mobile,Search,text,Brand,Phrase,111870,58375,1881023,11303
7/1/2022,Mobile,Search,text,Competitor,Autotargeting,6368,280,3842,22
7/1/2022,Mobile,Search,text,Competitor,Phrase,8457,524,43762,89
7/1/2022,Mobile,Search,text,Other,Autotargeting,38760,2521,38398,163
7/1/2022,Mobile,Search,text,Other,Phrase,80025,8485,631521,1376
7/1/2022,Desktop,Networks,text,none,Autotargeting,3125,16,187,1
7/1/2022,Desktop,Networks,text,none,Phrase,7888547,14469,313060,1005
7/1/2022,Desktop,Networks,text,none,Retargeting,178069,424,6368,42
7/1/2022,Desktop,Search,text,Brand,Autotargeting,10,0,0,0
7/1/2022,Desktop,Search,text,Brand,Phrase,520715,121458,2366589,9823
7/1/2022,Desktop,Search,text,Competitor,Autotargeting,875,41,1045,7
7/1/2022,Desktop,Search,text,Competitor,Phrase,61405,3506,175623,394
7/1/2022,Desktop,Search,text,Other,Autotargeting,7090,488,14704,79
7/1/2022,Desktop,Search,text,Other,Phrase,14930,1689,114848,284
7/1/2022,Mobile,Networks,text,none,Autotargeting,51,1,3,0
7/1/2022,Mobile,Networks,text,none,Phrase,7705339,70124,1149515,3521
7/1/2022,Mobile,Networks,text,none,Retargeting,89635,1366,13537,135
7/1/2022,Mobile,Search,text,Brand,Autotargeting,7,1,34,0
7/1/2022,Mobile,Search,text,Brand,Phrase,486412,159911,2384899,17902
7/1/2022,Mobile,Search,text,Competitor,Autotargeting,1969,98,2100,12
7/1/2022,Mobile,Search,text,Competitor,Phrase,203594,10744,550996,1197
7/1/2022,Mobile,Search,text,Other,Autotargeting,12834,1217,36043,185
7/1/2022,Mobile,Search,text,Other,Phrase,31030,2302,122584,480
7/1/2022,Desktop,Networks,text,none,Phrase,210927915,158963,2886934,2288
7/1/2022,Desktop,Networks,text,none,Retargeting,1307930,1937,38332,60
7/1/2022,Desktop,Search,text,Brand,Phrase,284356,76533,1309267,7597
7/1/2022,Desktop,Search,text,Competitor,Phrase,4972,331,38733,33
7/1/2022,Desktop,Search,text,Other,Phrase,311070,27829,3113862,2383
7/1/2022,Mobile,Networks,text,none,Phrase,46610159,356826,3557491,3233
7/1/2022,Mobile,Networks,text,none,Retargeting,443029,3520,48421,96
7/1/2022,Mobile,Search,text,Brand,Phrase,277111,100016,1510059,10570
7/1/2022,Mobile,Search,text,Competitor,Phrase,8137,659,85126,60
7/1/2022,Mobile,Search,text,Other,Phrase,535644,46056,5222149,3746
7/1/2022,Desktop,Networks,text,none,Retargeting,1894549,1790,42879,71
7/1/2022,Desktop,Search,text,Brand,Phrase,79329,15748,514102,1224
7/1/2022,Desktop,Search,text,Competitor,Phrase,144962,4591,392756,507
7/1/2022,Desktop,Search,text,Other,Phrase,140174,7349,729596,1182
7/1/2022,Mobile,Networks,text,none,Phrase,0,0,0,0
7/1/2022,Mobile,Networks,text,none,Retargeting,199709,1785,27911,88
7/1/2022,Mobile,Search,text,Brand,Phrase,56745,14856,363226,1929
7/1/2022,Mobile,Search,text,Competitor,Phrase,228879,11819,1222787,1710
7/1/2022,Mobile,Search,text,Other,Phrase,257383,15153,1995536,2987
7/1/2022,Desktop,Networks,text,none,Retargeting,0,0,0,0
7/1/2022,Desktop,Search,text,Brand,Phrase,153007,21454,1130465,1443
7/1/2022,Desktop,Search,text,Competitor,Phrase,6577,312,19051,10
7/1/2022,Desktop,Search,text,Other,Autotargeting,0,0,0,0
7/1/2022,Desktop,Search,text,Other,Phrase,70901,8627,582128,841
7/1/2022,Mobile,Networks,text,none,Retargeting,0,0,0,0
7/1/2022,Mobile,Search,text,Brand,Phrase,126675,31962,936190,2849
7/1/2022,Mobile,Search,text,Competitor,Autotargeting,0,0,0,0
7/1/2022,Mobile,Search,text,Competitor,Phrase,9559,606,43293,43
7/1/2022,Mobile,Search,text,Other,Autotargeting,0,0,0,0
7/1/2022,Mobile,Search,text,Other,Phrase,57842,8500,382340,986
7/1/2022,Desktop,Networks,text,none,Phrase,18750703,39377,912053,1868
7/1/2022,Desktop,Networks,text,none,Retargeting,939672,3168,45182,199
7/1/2022,Desktop,Search,text,Brand,Phrase,163433,38322,1406724,6831
7/1/2022,Desktop,Search,text,Competitor,Phrase,33372,846,45300,119
7/1/2022,Desktop,Search,text,Other,Phrase,146261,7713,491700,1327
7/1/2022,Mobile,Networks,text,none,Phrase,13038445,128626,2022113,3722
7/1/2022,Mobile,Networks,text,none,Retargeting,1143607,17121,220526,689
7/1/2022,Mobile,Search,text,Brand,Phrase,228046,70010,3363542,14218
7/1/2022,Mobile,Search,text,Competitor,Autotargeting,0,0,0,0
7/1/2022,Mobile,Search,text,Competitor,Phrase,103391,2961,175548,437
7/1/2022,Mobile,Search,text,Other,Phrase,398539,19268,1364440,3225
7/1/2022,Desktop,Networks,text,none,Autotargeting,0,0,0,0
7/1/2022,Desktop,Networks,text,none,Phrase,0,0,0,0
7/1/2022,Desktop,Networks,text,none,Retargeting,0,0,0,0
7/1/2022,Desktop,Search,text,Brand,Phrase,120678,50677,1334418,2286
7/1/2022,Desktop,Search,text,Competitor,Phrase,9411,1084,36357,10
7/1/2022,Desktop,Search,text,Other,Phrase,9167,1308,56069,37
7/1/2022,Mobile,Networks,text,none,Phrase,0,0,0,0
7/1/2022,Mobile,Networks,text,none,Retargeting,0,0,0,0
7/1/2022,Mobile,Search,text,Brand,Phrase,182604,77755,567621,165
7/1/2022,Mobile,Search,text,Competitor,Phrase,16282,1564,33998,2
7/1/2022,Mobile,Search,text,Other,Phrase,11040,1184,34068,3
7/1/2022,Desktop,Networks,text,none,Phrase,5866673,9956,119331,508
7/1/2022,Desktop,Search,text,Brand,Phrase,121613,39644,639766,3602
7/1/2022,Desktop,Search,text,Competitor,Phrase,1360,156,8355,26
7/1/2022,Desktop,Search,text,Other,Phrase,25557,3585,186194,431
7/1/2022,Mobile,Networks,text,none,Phrase,2768213,40098,393210,1856
7/1/2022,Mobile,Search,text,Brand,Phrase,157235,60658,1011987,10922
7/1/2022,Mobile,Search,text,Competitor,Phrase,2181,242,13018,34
7/1/2022,Mobile,Search,text,Other,Phrase,62065,7820,463754,1172
7/1/2022,Desktop,Networks,text,none,Phrase,2739287,12719,253766,356
7/1/2022,Desktop,Networks,text,none,Retargeting,212297,856,31202,26
7/1/2022,Desktop,Search,text,Brand,Phrase,18295,7021,635326,1298
7/1/2022,Desktop,Search,text,Competitor,Phrase,8820,607,106597,41
7/1/2022,Desktop,Search,text,Other,Phrase,91725,6438,1262432,600
7/1/2022,Mobile,Networks,text,none,Phrase,5159617,39032,634553,749
7/1/2022,Mobile,Networks,text,none,Retargeting,254229,2934,68045,49
7/1/2022,Mobile,Search,text,Brand,Phrase,39367,17839,964944,3547
7/1/2022,Mobile,Search,text,Competitor,Autotargeting,0,0,0,0
7/1/2022,Mobile,Search,text,Competitor,Phrase,14740,1166,167601,89
7/1/2022,Mobile,Search,text,Other,Autotargeting,0,0,0,0
7/1/2022,Mobile,Search,text,Other,Phrase,135283,10889,2127920,993
7/1/2022,Desktop,Networks,cpm_banner,none,Phrase,0,0,0,0
7/1/2022,Desktop,Networks,cpm_banner,none,Retargeting,0,0,0,0
7/1/2022,Mobile,Networks,cpm_banner,none,Phrase,0,0,0,0
7/1/2022,Mobile,Networks,cpm_banner,none,Retargeting,0,0,0,0
7/1/2022,Desktop,Networks,cpm_banner,none,Retargeting,0,0,0,0
7/1/2022,Mobile,Networks,cpm_banner,none,Retargeting,0,0,0,0
7/1/2022,Desktop,Networks,cpm_banner,none,Retargeting,0,0,0,0
7/1/2022,Mobile,Networks,cpm_banner,none,Retargeting,0,0,0,0
7/1/2022,Desktop,Networks,cpm_banner,none,Retargeting,0,0,0,0
7/1/2022,Mobile,Networks,cpm_banner,none,Retargeting,0,0,0,0
7/1/2022,Desktop,Networks,cpm_banner,none,Retargeting,0,0,0,2
7/1/2022,Mobile,Networks,cpm_banner,none,Retargeting,0,0,0,2
7/1/2022,Desktop,Networks,cpm_banner,none,Retargeting,0,0,0,0
7/1/2022,Mobile,Networks,cpm_banner,none,Retargeting,0,0,0,0
7/1/2022,Desktop,Networks,cpm_banner,none,Retargeting,0,0,0,0
8/1/2022,Desktop,Networks,image_ad,none,Phrase,266258,193,7187,21
8/1/2022,Desktop,Networks,image_ad,none,Retargeting,0,0,0,0
8/1/2022,Mobile,Networks,image_ad,none,Phrase,23680,238,3652,8
8/1/2022,Mobile,Networks,image_ad,none,Retargeting,0,0,0,0
8/1/2022,Mobile,Networks,image_ad,none,Phrase,0,0,0,1
8/1/2022,Mobile,Networks,image_ad,none,Phrase,0,0,0,2
8/1/2022,Desktop,Networks,image_ad,none,Retargeting,224886,371,13517,15
8/1/2022,Mobile,Networks,image_ad,none,Retargeting,199827,811,9749,9
8/1/2022,Desktop,Networks,image_ad,none,Retargeting,0,0,0,0
8/1/2022,Desktop,Networks,image_ad,none,Phrase,0,0,0,0
8/1/2022,Desktop,Networks,image_ad,none,Retargeting,0,0,0,0
8/1/2022,Mobile,Networks,image_ad,none,Phrase,0,0,0,0
8/1/2022,Mobile,Networks,image_ad,none,Retargeting,0,0,0,0
8/1/2022,Desktop,Networks,image_ad,none,Phrase,30650,36,440,2
8/1/2022,Desktop,Networks,image_ad,none,Retargeting,9118,27,329,2
8/1/2022,Mobile,Networks,image_ad,none,Phrase,131635,1067,10213,24
8/1/2022,Mobile,Networks,image_ad,none,Retargeting,24814,360,2566,5
8/1/2022,Desktop,Networks,image_ad,none,Phrase,28808,23,589,0
8/1/2022,Desktop,Networks,image_ad,none,Retargeting,51081,125,6690,13
8/1/2022,Mobile,Networks,image_ad,none,Phrase,15137,83,869,0
8/1/2022,Mobile,Networks,image_ad,none,Retargeting,20374,327,7217,6
8/1/2022,Desktop,Search,mcbanner,Brand,Phrase,1118,15,638,3
8/1/2022,Desktop,Search,mcbanner,Competitor,Phrase,33665,526,23361,120
8/1/2022,Desktop,Search,mcbanner,Other,Phrase,27773,638,50862,152
8/1/2022,Mobile,Search,mcbanner,Brand,Phrase,10,0,0,0
8/1/2022,Mobile,Search,mcbanner,Competitor,Phrase,272,1,47,0
8/1/2022,Mobile,Search,mcbanner,Other,Phrase,164,8,348,1
8/1/2022,Desktop,Search,mcbanner,Brand,Phrase,2,0,0,0
8/1/2022,Desktop,Search,mcbanner,Competitor,Phrase,21696,123,20533,35
8/1/2022,Desktop,Search,mcbanner,Other,Phrase,195393,1423,286281,314
8/1/2022,Mobile,Search,mcbanner,Competitor,Phrase,104,0,0,0
8/1/2022,Mobile,Search,mcbanner,Other,Phrase,1061,13,3015,4
8/1/2022,Desktop,Search,mcbanner,Brand,Phrase,2092,8,2678,2
8/1/2022,Desktop,Search,mcbanner,Competitor,Phrase,1378,7,2685,1
8/1/2022,Desktop,Search,mcbanner,Other,Phrase,34384,275,91081,43
8/1/2022,Mobile,Search,mcbanner,Brand,Phrase,15,0,0,0
8/1/2022,Mobile,Search,mcbanner,Competitor,Phrase,4,0,0,0
8/1/2022,Mobile,Search,mcbanner,Other,Phrase,159,1,489,0
8/1/2022,Desktop,Networks,text,none,Autotargeting,94271,137,3897,7
8/1/2022,Desktop,Networks,text,none,Phrase,19700627,16976,455000,1377
8/1/2022,Desktop,Networks,text,none,Retargeting,29680,35,1963,4
8/1/2022,Desktop,Search,text,Brand,Autotargeting,181,10,218,0
8/1/2022,Desktop,Search,text,Brand,Phrase,35003,17360,1222277,3594
8/1/2022,Desktop,Search,text,Competitor,Autotargeting,2844,76,2429,3
8/1/2022,Desktop,Search,text,Competitor,Phrase,419,30,3587,5
8/1/2022,Desktop,Search,text,Other,Autotargeting,28812,1928,54701,125
8/1/2022,Desktop,Search,text,Other,Phrase,31730,3333,334320,513
8/1/2022,Mobile,Networks,text,none,Autotargeting,26373,160,2392,5
8/1/2022,Mobile,Networks,text,none,Phrase,4135750,37350,626143,1684
8/1/2022,Mobile,Networks,text,none,Retargeting,9577,74,2368,4
8/1/2022,Mobile,Search,text,Brand,Autotargeting,244,19,673,3
8/1/2022,Mobile,Search,text,Brand,Phrase,101939,50337,1904520,10494
8/1/2022,Mobile,Search,text,Competitor,Autotargeting,8624,473,15291,39
8/1/2022,Mobile,Search,text,Competitor,Phrase,1146,71,5740,8
8/1/2022,Mobile,Search,text,Other,Autotargeting,128696,7848,261019,604
8/1/2022,Mobile,Search,text,Other,Phrase,58232,4815,445463,810
8/1/2022,Desktop,Networks,text,none,Autotargeting,0,0,0,2
8/1/2022,Desktop,Networks,text,none,Phrase,2860973,4878,93956,294
8/1/2022,Desktop,Networks,text,none,Retargeting,581992,903,11737,64
8/1/2022,Desktop,Search,text,Brand,Phrase,510591,117571,2062721,8628
8/1/2022,Desktop,Search,text,Competitor,Autotargeting,0,0,0,1
8/1/2022,Desktop,Search,text,Competitor,Phrase,1474,87,4037,30
8/1/2022,Desktop,Search,text,Other,Autotargeting,0,0,0,12
8/1/2022,Desktop,Search,text,Other,Phrase,19292,1696,107131,280
8/1/2022,Mobile,Networks,text,none,Phrase,1943984,18777,246533,1301
8/1/2022,Mobile,Networks,text,none,Retargeting,236792,3892,36905,255
8/1/2022,Mobile,Search,text,Brand,Phrase,520607,158258,2367117,17011
8/1/2022,Mobile,Search,text,Competitor,Phrase,4887,217,9988,108
8/1/2022,Mobile,Search,text,Other,Autotargeting,0,0,0,19
8/1/2022,Mobile,Search,text,Other,Phrase,42221,2759,161530,561
8/1/2022,Desktop,Networks,text,none,Phrase,243282742,162626,2714470,1934
8/1/2022,Desktop,Networks,text,none,Retargeting,4251974,7141,151535,184
8/1/2022,Desktop,Search,text,Brand,Autotargeting,59,17,253,2
8/1/2022,Desktop,Search,text,Brand,Phrase,268542,77735,1134533,7107
8/1/2022,Desktop,Search,text,Competitor,Autotargeting,2095,62,2578,4
8/1/2022,Desktop,Search,text,Competitor,Phrase,120848,5723,365156,365
8/1/2022,Desktop,Search,text,Other,Autotargeting,11330,464,21118,47
8/1/2022,Desktop,Search,text,Other,Phrase,386636,37430,4123400,3122
8/1/2022,Mobile,Networks,text,none,Phrase,62079108,475469,3945947,3656
8/1/2022,Mobile,Networks,text,none,Retargeting,2218749,20683,318091,483
8/1/2022,Mobile,Search,text,Brand,Autotargeting,239,20,209,2
8/1/2022,Mobile,Search,text,Brand,Phrase,290818,103244,1459984,10122
8/1/2022,Mobile,Search,text,Competitor,Autotargeting,3337,97,5391,11
8/1/2022,Mobile,Search,text,Competitor,Phrase,353179,15055,952338,868
8/1/2022,Mobile,Search,text,Other,Autotargeting,20939,588,36481,70
8/1/2022,Mobile,Search,text,Other,Phrase,759558,67501,7742636,4959
8/1/2022,Desktop,Networks,text,none,Retargeting,8476323,5250,175847,160
8/1/2022,Desktop,Search,text,Brand,Phrase,81463,16340,514982,1305
8/1/2022,Desktop,Search,text,Competitor,Phrase,176486,5289,421900,585
8/1/2022,Desktop,Search,text,Other,Phrase,162900,7772,724230,1131
8/1/2022,Mobile,Networks,text,none,Retargeting,757876,7104,139123,275
8/1/2022,Mobile,Search,text,Brand,Phrase,63120,15540,390107,1958
8/1/2022,Mobile,Search,text,Competitor,Phrase,313354,13727,1362756,1976
8/1/2022,Mobile,Search,text,Other,Phrase,328998,18252,2445816,3561
8/1/2022,Desktop,Networks,text,none,Phrase,0,0,0,0
8/1/2022,Desktop,Networks,text,none,Retargeting,0,0,0,0
8/1/2022,Desktop,Search,text,Brand,Phrase,179775,28956,1269692,3032
8/1/2022,Desktop,Search,text,Competitor,Phrase,7139,405,25439,23
8/1/2022,Desktop,Search,text,Other,Phrase,93310,13506,859069,1650
8/1/2022,Mobile,Networks,text,none,Phrase,0,0,0,0
8/1/2022,Mobile,Networks,text,none,Retargeting,0,0,0,0
8/1/2022,Mobile,Search,text,Brand,Phrase,179771,47040,1342937,6807
8/1/2022,Mobile,Search,text,Competitor,Phrase,11568,836,66796,75
8/1/2022,Mobile,Search,text,Other,Phrase,81364,11908,680806,1725
8/1/2022,Desktop,Networks,text,none,Phrase,26259699,41156,1183801,1762
8/1/2022,Desktop,Networks,text,none,Retargeting,641792,2146,36188,151
8/1/2022,Desktop,Search,text,Brand,Phrase,169057,39475,1748073,6988
8/1/2022,Desktop,Search,text,Competitor,Autotargeting,0,0,0,0
8/1/2022,Desktop,Search,text,Competitor,Phrase,43756,1252,76772,187
8/1/2022,Desktop,Search,text,Other,Autotargeting,0,0,0,0
8/1/2022,Desktop,Search,text,Other,Phrase,135548,7276,596666,1201
8/1/2022,Mobile,Networks,text,none,Phrase,16950696,155599,2562172,3550
8/1/2022,Mobile,Networks,text,none,Retargeting,1104350,16389,240812,661
8/1/2022,Mobile,Search,text,Brand,Phrase,268137,86871,4899730,16717
8/1/2022,Mobile,Search,text,Competitor,Autotargeting,0,0,0,0
8/1/2022,Mobile,Search,text,Competitor,Phrase,132575,3862,261642,575
8/1/2022,Mobile,Search,text,Other,Autotargeting,0,0,0,0
8/1/2022,Mobile,Search,text,Other,Phrase,348963,16190,1298044,2696
8/1/2022,Desktop,Networks,text,none,Autotargeting,0,0,0,0
8/1/2022,Desktop,Networks,text,none,Phrase,0,0,0,0
8/1/2022,Desktop,Networks,text,none,Retargeting,0,0,0,0
8/1/2022,Desktop,Search,text,Brand,Phrase,113686,48524,1402415,2149
8/1/2022,Desktop,Search,text,Competitor,Autotargeting,0,0,0,0
8/1/2022,Desktop,Search,text,Competitor,Phrase,3,1,32,1
8/1/2022,Desktop,Search,text,Other,Phrase,110,42,1408,19
8/1/2022,Mobile,Networks,text,none,Phrase,0,0,0,0
8/1/2022,Mobile,Networks,text,none,Retargeting,0,0,0,0
8/1/2022,Mobile,Search,text,Brand,Phrase,212269,87467,715520,209
